"sequence","kind","frame","r2_sha","r3_sha","identical"
"5","adaptive","2","511C3BB3611FBECB7A95D23C7D163725297EB356E834519FF3657D138E0FE1B1","511C3BB3611FBECB7A95D23C7D163725297EB356E834519FF3657D138E0FE1B1","True"
"5","adaptive","3","BF39F6BF1CCC4035C0BE8800FAF634C10A7A475F47717C550014A85A48ACB057","BF39F6BF1CCC4035C0BE8800FAF634C10A7A475F47717C550014A85A48ACB057","True"
"5","adaptive","4","436AB661C43BE08B0F147FC10D7A4C24297350C752C5ACE805056F05709FA943","436AB661C43BE08B0F147FC10D7A4C24297350C752C5ACE805056F05709FA943","True"
"5","adaptive","5","9E2503F7CD51E59E2C6EAC0583422D7ECC6B753B13EB844341FBFEC36D5B4285","9E2503F7CD51E59E2C6EAC0583422D7ECC6B753B13EB844341FBFEC36D5B4285","True"
"5","adaptive","6","A211E1E0F79586FB7009F6D38D581A5D6ECABCBAE07C8435A84B6FD74958657F","A211E1E0F79586FB7009F6D38D581A5D6ECABCBAE07C8435A84B6FD74958657F","True"
"5","adaptive","7","CEAD943381F4D165B77C2EA71011394DB1EF15842140BD3BD9210E006F63E42C","CEAD943381F4D165B77C2EA71011394DB1EF15842140BD3BD9210E006F63E42C","True"
"5","adaptive","8","D229EC985DFF549BDF0E88AB94CBB900EB96D1F1CB3B17C338BA7DC53F507866","D229EC985DFF549BDF0E88AB94CBB900EB96D1F1CB3B17C338BA7DC53F507866","True"
"5","adaptive","9","F5A5431D959F2F22F758AC70E7E7C3405E9727681C77CE3F2BB1B14D5B6D4BE9","F5A5431D959F2F22F758AC70E7E7C3405E9727681C77CE3F2BB1B14D5B6D4BE9","True"
"5","adaptive","10","BA873EF40EA8A9B86DDB8C8715BF498301BD5C5247B0FE187FEC133985E1173F","BA873EF40EA8A9B86DDB8C8715BF498301BD5C5247B0FE187FEC133985E1173F","True"
"5","adaptive","11","F01D6ED25746629AB03870B971718B9FE898381BB25EFDA6D813A3ED08454BFD","F01D6ED25746629AB03870B971718B9FE898381BB25EFDA6D813A3ED08454BFD","True"
"6","base","0","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"6","base","1","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"6","base","2","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"6","base","3","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"6","base","4","BA79B84D18555543CE8FBE50F63EE4E291B98680230403D54796A6AEFB0BD7B6","BA79B84D18555543CE8FBE50F63EE4E291B98680230403D54796A6AEFB0BD7B6","True"
"6","base","5","BA79B84D18555543CE8FBE50F63EE4E291B98680230403D54796A6AEFB0BD7B6","BA79B84D18555543CE8FBE50F63EE4E291B98680230403D54796A6AEFB0BD7B6","True"
"6","base","6","BA79B84D18555543CE8FBE50F63EE4E291B98680230403D54796A6AEFB0BD7B6","BA79B84D18555543CE8FBE50F63EE4E291B98680230403D54796A6AEFB0BD7B6","True"
"6","base","7","BA79B84D18555543CE8FBE50F63EE4E291B98680230403D54796A6AEFB0BD7B6","BA79B84D18555543CE8FBE50F63EE4E291B98680230403D54796A6AEFB0BD7B6","True"
"6","base","8","BA79B84D18555543CE8FBE50F63EE4E291B98680230403D54796A6AEFB0BD7B6","BA79B84D18555543CE8FBE50F63EE4E291B98680230403D54796A6AEFB0BD7B6","True"
"6","base","9","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"6","base","10","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"6","base","11","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"6","adaptive","0","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"6","adaptive","1","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"6","adaptive","2","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"6","adaptive","3","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","75AABA5EF94368353F3F17C034B53918151AA2EBC98FF870B2A057D08AE910AB","True"
"6","adaptive","4","BA79B84D18555543CE8FBE50F63EE4E291B98680230403D54796A6AEFB0BD7B6","BA79B84D18555543CE8FBE50F63EE4E291B98680230403D54796A6AEFB0BD7B6","True"
